solution_id,model_type,regularization,learning_rate,n_estimators,max_depth,class_weight_ratio,threshold,balanced_accuracy,dp_violation,model_complexity,demographic_parity,obj1_min,obj2_min,obj3_min
1,LogisticRegression,0.06081438403351859,0.06202201525634326,472,11,3.28024468035746,0.3388705975083074,0.5133052339079198,0.02392344497607657,0.09656073528323349,0.9760765550239234,0.4866947660920802,0.02392344497607657,0.09656073528323349
2,LogisticRegression,2.4370551632385427,0.016634919720361536,384,11,3.809936335948437,0.44379646048790206,0.5242636498777999,0.05864311127469024,0.055599482062086196,0.9413568887253098,0.47573635012220006,0.05864311127469024,0.055599482062086196
3,LogisticRegression,0.16821470258034152,0.11698629948348792,128,7,1.5082420506075391,0.6746919954946937,0.649998380263693,0.1675867991657465,0.08156185917769967,0.8324132008342535,0.35000161973630695,0.1675867991657465,0.08156185917769967
4,LogisticRegression,6.548060708583787,0.2651925093374426,194,2,1.1631005662190557,0.6621402567824255,0.6285404736108962,0.16844558949822108,0.05231457564509991,0.8315544105017789,0.37145952638910384,0.16844558949822108,0.05231457564509991
5,LogisticRegression,2.436109284179989,0.013207930223653687,362,11,4.268888800804863,0.5848716885390144,0.5698862225229733,0.13151760520181566,0.05560132172678904,0.8684823947981843,0.4301137774770267,0.13151760520181566,0.05560132172678904
6,LogisticRegression,2.4370551632385427,0.11698629948348792,384,15,3.809936335948437,0.44379646048790206,0.5242636498777999,0.05864311127469024,0.055599482062086196,0.9413568887253098,0.47573635012220006,0.05864311127469024,0.055599482062086196
7,LogisticRegression,0.12001913440860316,0.039230367060617145,420,7,3.4257162386383597,0.30367882064665186,0.5080500894454383,0.00920132499079862,0.08637366579618885,0.9907986750092014,0.4919499105545617,0.00920132499079862,0.08637366579618885
8,LogisticRegression,0.16821470258034152,0.11698629948348792,341,4,1.5082420506075391,0.6746919954946937,0.649998380263693,0.1675867991657465,0.08156185917769967,0.8324132008342535,0.35000161973630695,0.1675867991657465,0.08156185917769967
9,LogisticRegression,0.11444682032324735,0.1532742151313575,397,3,2.4338629141770904,0.34634762381005185,0.5266122675228473,0.06784443626548886,0.08706668325917154,0.9321555637345111,0.4733877324771527,0.06784443626548886,0.08706668325917154
10,LogisticRegression,2.4370551632385427,0.03757677325069149,362,11,4.268888800804863,0.44379646048790206,0.5221381959017072,0.03619187829714143,0.055599482062086196,0.9638081217028586,0.4778618040982928,0.03619187829714143,0.055599482062086196
11,LogisticRegression,6.548060708583787,0.2651925093374426,397,2,3.989883752535026,0.3601667564414113,0.5107334525939177,0.0161943319838056,0.05231457564509991,0.9838056680161944,0.48926654740608233,0.0161943319838056,0.05231457564509991
12,LogisticRegression,2.436109284179989,0.013207930223653687,195,11,4.268888800804863,0.5848716885390144,0.5698862225229733,0.13151760520181566,0.05560132172678904,0.8684823947981843,0.4301137774770267,0.13151760520181566,0.05560132172678904
13,LogisticRegression,0.06081438403351859,0.13428283846533368,346,9,3.28024468035746,0.4470863212237734,0.5349989021787254,0.09483498957183167,0.09656073528323349,0.9051650104281683,0.46500109782127463,0.09483498957183167,0.09656073528323349
14,LogisticRegression,8.56202011825092,0.007584983411141305,397,7,3.4230992774275486,0.3948907166943978,0.5230326502845337,0.038522880628143796,0.05179898331153404,0.9614771193718562,0.4769673497154663,0.038522880628143796,0.05179898331153404
15,RandomForest,0.06078752554331511,0.006296304808966361,61,2,1.1631005662190557,0.6621402567824255,0.5311853230294108,0.03337013863329653,0.3085555555555555,0.9666298613667035,0.4688146769705892,0.03337013863329653,0.3085555555555555
16,LogisticRegression,1.5014555442537663,0.11698629948348792,194,15,3.2864507578795994,0.41199163746411366,0.5240404862088452,0.060115323273218,0.05831292141366825,0.939884676726782,0.47595951379115475,0.060115323273218,0.05831292141366825
17,LogisticRegression,0.06081438403351859,0.13428283846533368,346,9,3.28024468035746,0.4470863212237734,0.5349989021787254,0.09483498957183167,0.09656073528323349,0.9051650104281683,0.46500109782127463,0.09483498957183167,0.09656073528323349
18,LogisticRegression,2.4370551632385427,0.013493332849990129,362,11,3.824968908625985,0.44379646048790206,0.5233691954949734,0.06023800760642872,0.055599482062086196,0.9397619923935713,0.4766308045050266,0.06023800760642872,0.055599482062086196
19,XGBoost,0.9469707381426531,0.1532742151313575,239,5,1.10140297366183,0.4470863212237734,0.6400208046130089,0.1999754631333579,0.5237058776162895,0.8000245368666421,0.3599791953869911,0.1999754631333579,0.5237058776162895
20,LogisticRegression,3.3644174907539033,0.052315370109572754,472,6,3.28024468035746,0.4505038342123663,0.5367878109443782,0.09949699423383629,0.05423806919353209,0.9005030057661637,0.4632121890556218,0.09949699423383629,0.05423806919353209
21,LogisticRegression,0.06081438403351859,0.006296304808966361,387,7,3.343102325093853,0.3536060913802563,0.5141996882907462,0.022328548644338087,0.09656073528323349,0.9776714513556619,0.48580031170925375,0.022328548644338087,0.09656073528323349
22,LogisticRegression,0.13218737536384087,0.22480885540443252,346,7,3.28024468035746,0.4395473066171981,0.5306382120990703,0.08636977058029693,0.0849769325743524,0.9136302294197031,0.46936178790092975,0.08636977058029693,0.0849769325743524
23,LogisticRegression,0.11444682032324735,0.13428283846533368,420,10,2.4338629141770904,0.34634762381005185,0.5266122675228473,0.06784443626548886,0.08706668325917154,0.9321555637345111,0.4733877324771527,0.06784443626548886,0.08706668325917154
24,LogisticRegression,0.12001913440860316,0.039230367060617145,362,7,3.4257162386383597,0.30367882064665186,0.5080500894454383,0.00920132499079862,0.08637366579618885,0.9907986750092014,0.4919499105545617,0.00920132499079862,0.08637366579618885
25,LogisticRegression,0.00014711676743602237,0.05156084902913773,61,8,1.391336642604006,0.5363571772752966,0.6404689316579262,0.2680652680652681,0.19371350398929577,0.7319347319347319,0.3595310683420738,0.2680652680652681,0.19371350398929577
26,LogisticRegression,0.6490728279563946,0.11299288210203001,445,10,1.8970772378422391,0.32072941472897076,0.5357817747270744,0.09397619923935707,0.06518532540189663,0.9060238007606429,0.46421822527292556,0.09397619923935707,0.06518532540189663
27,LogisticRegression,0.05346676975436892,0.06657411588229807,171,7,3.28024468035746,0.4589149162241469,0.539248010423903,0.10011041589988956,0.09854460649710439,0.8998895841001104,0.460751989576097,0.10011041589988956,0.09854460649710439
28,LogisticRegression,6.548060708583787,0.007584983411141305,397,2,3.989883752535026,0.3948907166943978,0.5141996882907462,0.022328548644338087,0.05231457564509991,0.9776714513556619,0.48580031170925375,0.022328548644338087,0.05231457564509991
29,LogisticRegression,6.685510162938969,0.05056642859468126,108,7,4.105651842967987,0.6728473129934449,0.6158489397926018,0.23076923076923084,0.05227015589802178,0.7692307692307692,0.3841510602073982,0.23076923076923084,0.05227015589802178
30,XGBoost,1.7624510039685515,0.21170799723773884,61,4,1.1437690951869683,0.4710164073434198,0.6607048372524953,0.2607042080726292,0.3621239421885242,0.7392957919273708,0.3392951627475047,0.2607042080726292,0.3621239421885242
31,XGBoost,1.7624510039685515,0.2160789291185542,230,3,1.10140297366183,0.4470863212237734,0.6590275103213197,0.24745430008587904,0.42997256435247955,0.7525456999141209,0.3409724896786803,0.24745430008587904,0.42997256435247955
32,LogisticRegression,1.7624510039685515,0.07565537914434298,289,3,1.0523778263533345,0.5904365334890647,0.6482094714980401,0.17077659182922342,0.05731907796765358,0.8292234081707766,0.3517905285019599,0.17077659182922342,0.05731907796765358
33,RandomForest,0.06078752554331511,0.006296304808966361,61,2,1.1631005662190557,0.6621402567824255,0.5311853230294108,0.03337013863329653,0.3085555555555555,0.9666298613667035,0.4688146769705892,0.03337013863329653,0.3085555555555555
34,LogisticRegression,0.06078752554331511,0.052315370109572754,91,6,1.1631005662190557,0.6621402567824255,0.6287636372798509,0.16304747883695253,0.09656751713302103,0.8369525211630475,0.37123636272014915,0.16304747883695253,0.09656751713302103
35,LogisticRegression,0.6490728279563946,0.11299288210203001,289,10,4.592217157762855,0.5904365334890647,0.5640713691810973,0.12403386087596613,0.06518532540189663,0.8759661391240339,0.43592863081890265,0.12403386087596613,0.06518532540189663
36,LogisticRegression,0.06081438403351859,0.0055866411670157205,91,6,3.343102325093853,0.3536060913802563,0.5141996882907462,0.022328548644338087,0.09656073528323349,0.9776714513556619,0.48580031170925375,0.022328548644338087,0.09656073528323349
37,XGBoost,0.0012878367369717515,0.21170799723773884,171,4,1.9242991863522856,0.6564572454792283,0.6569128545872731,0.2389890810943442,0.4232350532996353,0.7610109189056558,0.3430871454127269,0.2389890810943442,0.4232350532996353
38,LogisticRegression,0.2288040555175033,0.007584983411141305,91,7,1.0788421510174566,0.6802428587750224,0.606186312868265,0.11949454054717212,0.077375412216298,0.8805054594528279,0.39381368713173504,0.11949454054717212,0.077375412216298
39,LogisticRegression,0.00016830357865967816,0.009368110258225452,339,7,4.100531293444458,0.3416434327938295,0.5071556350626119,0.0068703226597963685,0.19152270363737817,0.9931296773402036,0.49284436493738815,0.0068703226597963685,0.19152270363737817
40,LogisticRegression,0.9990343636832111,0.1369060876012629,130,7,1.8970772378422391,0.32072941472897076,0.5357817747270744,0.09397619923935707,0.061296371091085856,0.9060238007606429,0.46421822527292556,0.09397619923935707,0.061296371091085856
41,LogisticRegression,0.017894545674847277,0.1532742151313575,247,4,1.6101561716570454,0.68505936587117,0.6522336163672554,0.16537848116795487,0.11581111465113889,0.8346215188320452,0.3477663836327446,0.16537848116795487,0.11581111465113889
42,LogisticRegression,0.6490728279563946,0.007263538628573666,445,8,1.8970772378422391,0.30367882064665186,0.5281780126195456,0.0779045515887622,0.06518532540189663,0.9220954484112378,0.47182198738045444,0.0779045515887622,0.06518532540189663
43,LogisticRegression,6.548060708583787,0.2651925093374426,397,2,3.989883752535026,0.3601667564414113,0.5107334525939177,0.0161943319838056,0.05231457564509991,0.9838056680161944,0.48926654740608233,0.0161943319838056,0.05231457564509991
44,LogisticRegression,0.2288040555175033,0.22480885540443252,346,7,1.0788421510174566,0.6802428587750224,0.606186312868265,0.11949454054717212,0.077375412216298,0.8805054594528279,0.39381368713173504,0.11949454054717212,0.077375412216298
45,LogisticRegression,0.2288040555175033,0.052315370109572754,91,6,1.0788421510174566,0.6802428587750224,0.606186312868265,0.11949454054717212,0.077375412216298,0.8805054594528279,0.39381368713173504,0.11949454054717212,0.077375412216298
46,LogisticRegression,0.6490728279563946,0.11299288210203001,289,10,4.592217157762855,0.5904365334890647,0.5640713691810973,0.12403386087596613,0.06518532540189663,0.8759661391240339,0.43592863081890265,0.12403386087596613,0.06518532540189663
47,LogisticRegression,0.11444682032324735,0.039230367060617145,420,12,2.4338629141770904,0.34634762381005185,0.5266122675228473,0.06784443626548886,0.08706668325917154,0.9321555637345111,0.4733877324771527,0.06784443626548886,0.08706668325917154
48,LogisticRegression,0.05346676975436892,0.006296304808966361,171,7,3.28024468035746,0.4589149162241469,0.539248010423903,0.10011041589988956,0.09854460649710439,0.8998895841001104,0.460751989576097,0.10011041589988956,0.09854460649710439
49,LogisticRegression,0.05346676975436892,0.015236500153836175,397,3,2.8365430249530452,0.4470863212237734,0.5439452457139977,0.11851306588148691,0.09854460649710439,0.8814869341185131,0.4560547542860023,0.11851306588148691,0.09854460649710439
50,LogisticRegression,0.06078752554331511,0.05156084902913773,172,8,1.073562706189867,0.6657195226241995,0.6175874567620392,0.13875598086124402,0.09656751713302103,0.861244019138756,0.3824125432379608,0.13875598086124402,0.09656751713302103
51,LogisticRegression,0.03261332783906558,0.039230367060617145,61,7,4.105651842967987,0.5363571772752966,0.5440568275484752,0.11385106121948219,0.10626973696461613,0.8861489387805178,0.4559431724515248,0.11385106121948219,0.10626973696461613
52,LogisticRegression,2.4370551632385427,0.052315370109572754,384,15,1.5082420506075391,0.6802428587750224,0.6504465073086101,0.1650104281683229,0.055599482062086196,0.8349895718316771,0.3495534926913899,0.1650104281683229,0.055599482062086196
53,LogisticRegression,2.4370551632385427,0.11299288210203001,270,10,3.4230992774275486,0.38848377672784085,0.5212437415188808,0.037786774628879916,0.055599482062086196,0.9622132253711201,0.47875625848111925,0.037786774628879916,0.055599482062086196
54,LogisticRegression,0.007354388726789682,0.28522862459771925,160,7,2.523563426524086,0.6897579230664665,0.6449448029860738,0.25297509508035826,0.1301229689242105,0.7470249049196418,0.3550551970139262,0.25297509508035826,0.1301229689242105
55,LogisticRegression,0.06081438403351859,0.009368110258225452,339,7,3.343102325093853,0.3536060913802563,0.5141996882907462,0.022328548644338087,0.09656073528323349,0.9776714513556619,0.48580031170925375,0.022328548644338087,0.09656073528323349
56,LogisticRegression,1.8936639872354502,0.006296304808966361,193,7,3.28024468035746,0.35634280815191993,0.5131936520734425,0.02465955097534045,0.056905369253596134,0.9753404490246596,0.4868063479265575,0.02465955097534045,0.056905369253596134
57,LogisticRegression,6.685510162938969,0.008317432167745008,346,7,3.28024468035746,0.4395473066171981,0.5298553395507212,0.08722856091277142,0.05227015589802178,0.9127714390872286,0.47014466044927883,0.08722856091277142,0.05227015589802178
58,LogisticRegression,1.0784642153666706,0.11299288210203001,79,3,2.8365430249530452,0.4261161351322441,0.5409253373550786,0.10550852656115806,0.06068501446013549,0.8944914734388419,0.45907466264492136,0.10550852656115806,0.06068501446013549
59,LogisticRegression,0.06081438403351859,0.024614809964899644,339,10,3.343102325093853,0.3536060913802563,0.5141996882907462,0.022328548644338087,0.09656073528323349,0.9776714513556619,0.48580031170925375,0.022328548644338087,0.09656073528323349
60,XGBoost,0.09846738873614563,0.1532742151313575,120,4,1.2323344486727978,0.6543910992944748,0.6315513834347768,0.1678321678321678,0.4345178434282554,0.8321678321678322,0.3684486165652232,0.1678321678321678,0.4345178434282554
61,LogisticRegression,0.06078752554331511,0.006296304808966361,322,10,1.1631005662190557,0.6621402567824255,0.6287636372798509,0.16304747883695253,0.09656751713302103,0.8369525211630475,0.37123636272014915,0.16304747883695253,0.09656751713302103
62,LogisticRegression,0.05346676975436892,0.012977982543443857,118,3,2.523563426524086,0.6621402567824255,0.6419194955061316,0.28205128205128205,0.09854460649710439,0.717948717948718,0.3580805044938684,0.28205128205128205,0.09854460649710439
63,LogisticRegression,0.13788021357516667,0.13811995334167934,364,14,2.6750820995682925,0.4470863212237734,0.5507661352731775,0.13151760520181566,0.08437192426098149,0.8684823947981843,0.4492338647268225,0.13151760520181566,0.08437192426098149
64,LogisticRegression,8.325634591966725,0.1551163888481455,397,7,2.523563426524086,0.35634280815191993,0.5266122675228473,0.06784443626548886,0.05184726926012597,0.9321555637345111,0.4733877324771527,0.06784443626548886,0.05184726926012597
65,LogisticRegression,2.4370551632385427,0.027658111966323583,346,10,4.877210142476396,0.38848377672784085,0.5080500894454383,0.00920132499079862,0.055599482062086196,0.9907986750092014,0.4919499105545617,0.00920132499079862,0.055599482062086196
66,LogisticRegression,1.7624510039685515,0.06657411588229807,230,6,1.10140297366183,0.6802428587750224,0.6092044215201765,0.12427922954238743,0.05731907796765358,0.8757207704576125,0.3907955784798235,0.12427922954238743,0.05731907796765358
67,LogisticRegression,0.13788021357516667,0.005379631943880487,91,14,1.1683727585454475,0.6494314496427108,0.6322280732696717,0.15703594650963074,0.08437192426098149,0.8429640534903693,0.3677719267303283,0.15703594650963074,0.08437192426098149
68,LogisticRegression,6.685510162938969,0.008317432167745008,339,7,2.523563426524086,0.5363571772752966,0.6082433779780652,0.1947000368052999,0.05227015589802178,0.8052999631947001,0.39175662202193484,0.1947000368052999,0.05227015589802178
69,LogisticRegression,0.03261332783906558,0.02096745268738397,61,10,4.105651842967987,0.5363571772752966,0.5440568275484752,0.11385106121948219,0.10626973696461613,0.8861489387805178,0.4559431724515248,0.11385106121948219,0.10626973696461613
70,LogisticRegression,0.007354388726789682,0.2231792874914001,448,7,2.523563426524086,0.6897579230664665,0.6449448029860738,0.25297509508035826,0.1301229689242105,0.7470249049196418,0.3550551970139262,0.25297509508035826,0.1301229689242105
71,LogisticRegression,8.325634591966725,0.1551163888481455,397,10,2.523563426524086,0.35634280815191993,0.5266122675228473,0.06784443626548886,0.05184726926012597,0.9321555637345111,0.4733877324771527,0.06784443626548886,0.05184726926012597
72,LogisticRegression,2.4370551632385427,0.1532742151313575,270,3,3.4230992774275486,0.38848377672784085,0.5212437415188808,0.037786774628879916,0.055599482062086196,0.9622132253711201,0.47875625848111925,0.037786774628879916,0.055599482062086196
73,LogisticRegression,0.0002867042870815135,0.007584983411141305,397,2,3.4230992774275486,0.5363571772752966,0.5712288039507168,0.13519813519813517,0.1828494442746666,0.8648018648018648,0.42877119604928315,0.13519813519813517,0.1828494442746666
74,LogisticRegression,1.8936639872354502,0.13811995334167934,193,3,3.28024468035746,0.35634280815191993,0.5131936520734425,0.02465955097534045,0.056905369253596134,0.9753404490246596,0.4868063479265575,0.02465955097534045,0.056905369253596134
75,LogisticRegression,6.685510162938969,0.21170799723773884,339,7,2.523563426524086,0.5633807338633702,0.6136137036890394,0.23690344742976321,0.05227015589802178,0.7630965525702368,0.38638629631096055,0.23690344742976321,0.05227015589802178
76,LogisticRegression,0.08144272585223823,0.020606412748728792,397,2,2.523563426524086,0.6746919954946937,0.64147496787523,0.26180836707152494,0.09211771359394022,0.738191632928475,0.35852503212477005,0.26180836707152494,0.09211771359394022
77,LogisticRegression,0.09846738873614563,0.11299288210203001,70,6,1.2323344486727978,0.6802428587750224,0.6283173099419415,0.16206600417126732,0.08928062655517799,0.8379339958287326,0.37168269005805854,0.16206600417126732,0.08928062655517799
78,LogisticRegression,0.06078752554331511,0.006296304808966361,247,2,1.1631005662190557,0.6621402567824255,0.6287636372798509,0.16304747883695253,0.09656751713302103,0.8369525211630475,0.37123636272014915,0.16304747883695253,0.09656751713302103
79,LogisticRegression,0.13218737536384087,0.009368110258225452,346,7,1.9200353491508122,0.3536060913802563,0.5465170270279999,0.1301680775364985,0.0849769325743524,0.8698319224635015,0.45348297297200013,0.1301680775364985,0.0849769325743524
80,RandomForest,0.06078752554331511,0.1532742151313575,120,2,1.2323344486727978,0.6657195226241995,0.5371099584987564,0.039749723960250276,0.35444444444444445,0.9602502760397498,0.4628900415012436,0.039749723960250276,0.35444444444444445
81,LogisticRegression,0.15582234588921398,0.11698629948348792,384,2,2.590377591851177,0.6746919954946937,0.6375606051334843,0.27788001472212,0.08263444625299907,0.72211998527788,0.36243939486651566,0.27788001472212,0.08263444625299907
82,XGBoost,0.13218737536384087,0.009368110258225452,247,7,1.9200353491508122,0.6621402567824255,0.6573609816321904,0.25604220341062445,0.6718676291455172,0.7439577965893756,0.34263901836780963,0.25604220341062445,0.6718676291455172
83,LogisticRegression,0.05346676975436892,0.010687162970125518,171,7,3.28024468035746,0.4589149162241469,0.539248010423903,0.10011041589988956,0.09854460649710439,0.8998895841001104,0.460751989576097,0.10011041589988956,0.09854460649710439
84,LogisticRegression,0.05346676975436892,0.006296304808966361,397,2,3.28024468035746,0.4589149162241469,0.539248010423903,0.10011041589988956,0.09854460649710439,0.8998895841001104,0.460751989576097,0.10011041589988956,0.09854460649710439
85,XGBoost,0.030156343071857664,0.1201923064365079,120,4,1.2323344486727978,0.6543910992944748,0.6454127268080756,0.1445221445221445,0.45694625610272965,0.8554778554778555,0.3545872731919244,0.1445221445221445,0.45694625610272965
86,LogisticRegression,8.56202011825092,0.006296304808966361,171,7,3.28024468035746,0.3948907166943978,0.5256044315985358,0.046251993620414655,0.05179898331153404,0.9537480063795853,0.47439556840146424,0.046251993620414655,0.05179898331153404
87,LogisticRegression,6.685510162938969,0.11299288210203001,346,6,3.466601258082952,0.4395473066171981,0.5273951400711964,0.07483744325849584,0.05227015589802178,0.9251625567415042,0.47260485992880363,0.07483744325849584,0.05227015589802178
88,RandomForest,0.09846738873614563,0.006296304808966361,61,4,1.1631005662190557,0.6564572454792283,0.6036163312612707,0.16709606183290393,0.36240170940170935,0.8329039381670961,0.3963836687387293,0.16709606183290393,0.36240170940170935
89,XGBoost,0.050854910388783335,0.25781930901305283,118,4,1.2323344486727978,0.6564572454792283,0.6211544760512988,0.16550116550116548,0.3625287025668424,0.8344988344988346,0.3788455239487012,0.16550116550116548,0.3625287025668424
90,LogisticRegression,1.0784642153666706,0.019031261984146165,79,3,2.8365430249530452,0.30390833896767344,0.5133052339079198,0.02392344497607657,0.06068501446013549,0.9760765550239234,0.4866947660920802,0.02392344497607657,0.06068501446013549
91,LogisticRegression,2.4370551632385427,0.011346643537057157,118,2,1.10140297366183,0.6897579230664665,0.6001500955644421,0.11385106121948226,0.055599482062086196,0.8861489387805177,0.3998499044355579,0.11385106121948226,0.055599482062086196
92,LogisticRegression,1.8936639872354502,0.11299288210203001,79,3,2.8365430249530452,0.4261161351322441,0.5419313735723824,0.1031775242301558,0.056905369253596134,0.8968224757698442,0.4580686264276176,0.1031775242301558,0.056905369253596134
93,XGBoost,4.798010910675292,0.005243642585941341,118,10,1.4682680657104235,0.6897579230664665,0.5153137069285121,0.030303030303030304,0.6722279809789649,0.9696969696969697,0.4846862930714879,0.030303030303030304,0.6722279809789649
94,LogisticRegression,0.05346676975436892,0.057576712288191605,120,13,2.9854649888049454,0.4357800770171224,0.539248010423903,0.10011041589988956,0.09854460649710439,0.8998895841001104,0.460751989576097,0.10011041589988956,0.09854460649710439
95,LogisticRegression,0.6490728279563946,0.11299288210203001,289,10,4.592217157762855,0.5904365334890647,0.5640713691810973,0.12403386087596613,0.06518532540189663,0.8759661391240339,0.43592863081890265,0.12403386087596613,0.06518532540189663
96,LogisticRegression,1.0784642153666706,0.11299288210203001,79,3,3.8583836908002493,0.5363571772752966,0.5492003901764793,0.12538338854128328,0.06068501446013549,0.8746166114587167,0.45079960982352074,0.12538338854128328,0.06068501446013549
97,LogisticRegression,0.6490728279563946,0.11299288210203001,289,10,4.592217157762855,0.5904365334890647,0.5640713691810973,0.12403386087596613,0.06518532540189663,0.8759661391240339,0.43592863081890265,0.12403386087596613,0.06518532540189663
98,LogisticRegression,2.4370551632385427,0.28522862459771925,118,10,2.523563426524086,0.6897579230664665,0.6422614398375944,0.24990798675009196,0.055599482062086196,0.750092013249908,0.35773856016240557,0.24990798675009196,0.055599482062086196
99,LogisticRegression,0.13218737536384087,0.007584983411141305,346,7,3.4230992774275486,0.4395473066171981,0.527283558236719,0.07949944792050057,0.0849769325743524,0.9205005520794994,0.472716441763281,0.07949944792050057,0.0849769325743524
100,LogisticRegression,6.685510162938969,0.11698629948348792,346,2,2.7019733377923014,0.6746919954946937,0.6441547316096939,0.27591706539074956,0.05227015589802178,0.7240829346092504,0.35584526839030606,0.27591706539074956,0.05227015589802178
101,RandomForest,0.007164630786905335,0.006296304808966361,61,2,1.1631005662190557,0.6621402567824255,0.5311853230294108,0.03337013863329653,0.3085555555555555,0.9666298613667035,0.4688146769705892,0.03337013863329653,0.3085555555555555
102,RandomForest,2.3287141945732563,0.11299288210203001,456,2,1.2323344486727978,0.68505936587117,0.528503759587939,0.026745184639921486,0.6157777777777778,0.9732548153600785,0.47149624041206095,0.026745184639921486,0.6157777777777778
